x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,label
0.0,0.0,0.0,-0.08974283933639526,-0.04403185844421387,-0.0035962768864123973,-0.15053313970565796,-0.11318248510360718,-0.014377292388701335,-0.19394582509994507,-0.15590041875839233,-0.033363354535424605,-0.19896835088729858,-0.19606328010559082,-0.0498096804633974,-0.07128500938415527,-0.2695552110671997,0.01976720508781682,-0.13309752941131592,-0.3295906186103821,-0.005754853741848365,-0.17640471458435059,-0.2882009744644165,-0.026608555720770255,-0.19243574142456055,-0.2410772442817688,-0.03852774310263385,-0.049926936626434326,-0.27138131856918335,0.003603835214278206,-0.13220375776290894,-0.3380579352378845,-0.021643591256463424,-0.18088048696517944,-0.2834121584892273,-0.035427891792380706,-0.18900907039642334,-0.23159998655319214,-0.04044690463098277,-0.03524512052536011,-0.259487509727478,-0.018003664122545615,-0.11484938859939575,-0.32382631301879883,-0.04280020404013385,-0.16598427295684814,-0.27780288457870483,-0.04677422824653377,-0.1798001527786255,-0.22359299659729004,-0.043742288978421584,-0.028687477111816406,-0.23274904489517212,-0.041530055137002364,-0.10008847713470459,-0.28393107652664185,-0.06166468668135394,-0.14433085918426514,-0.2675918936729431,-0.06534006554039706,-0.16296595335006714,-0.2328958511352539,-0.0627040650263666,0
0.0,0.0,0.0,-0.08821409940719604,-0.04370152950286865,-0.006308290267611483,-0.15072786808013916,-0.11233252286911011,-0.018807122109706143,-0.19620400667190552,-0.1558239459991455,-0.038750618322069386,-0.19740355014801025,-0.19312036037445068,-0.05591950900691245,-0.06887632608413696,-0.2716386318206787,0.016261404754345676,-0.1315138339996338,-0.33248186111450195,-0.009582163391883114,-0.17662715911865234,-0.2915792465209961,-0.030235027520234325,-0.19435012340545654,-0.2447783350944519,-0.04190408773558829,-0.048508644104003906,-0.2720787525177002,0.0017812503750747055,-0.13193398714065552,-0.33919191360473633,-0.02309911101895068,-0.1811124086380005,-0.28379178047180176,-0.0359667014314482,-0.19016790390014648,-0.23151636123657227,-0.04024662785070632,-0.03462439775466919,-0.2589830756187439,-0.018163311852390507,-0.11473959684371948,-0.3231714963912964,-0.04279694296258185,-0.1657986044883728,-0.27620846033096313,-0.04579638652342055,-0.18031781911849976,-0.22128349542617798,-0.04186924137013648,-0.029062867164611816,-0.2311052680015564,-0.040199819578106144,-0.10062301158905029,-0.2828958034515381,-0.06016176156538222,-0.14456331729888916,-0.2655401825904846,-0.06305805556314681,-0.1634044051170349,-0.2300550937652588,-0.059579036755735615,0
0.0,0.0,0.0,-0.08781731128692627,-0.0425075888633728,-0.003952209621388647,-0.1479319930076599,-0.10895353555679321,-0.0156939907629976,-0.1918773055076599,-0.15185505151748657,-0.03563296074764821,-0.1982259750366211,-0.190890371799469,-0.053107198577095005,-0.06752145290374756,-0.26604557037353516,0.019370771695207623,-0.13028210401535034,-0.32760822772979736,-0.006217206146288845,-0.17431551218032837,-0.28720396757125854,-0.026494050647784206,-0.19013381004333496,-0.24012082815170288,-0.0377302321304569,-0.04617798328399658,-0.2671545147895813,0.0034069658557882576,-0.12969762086868286,-0.3359071612358093,-0.02078834200995061,-0.17894262075424194,-0.2797362208366394,-0.032886248331237766,-0.1857128143310547,-0.22782576084136963,-0.03668689007656667,-0.03145688772201538,-0.25583136081695557,-0.01810921753542516,-0.11209344863891602,-0.3221144676208496,-0.0420477392782459,-0.16384226083755493,-0.27455610036849976,-0.044526819389034245,-0.1765194535255432,-0.21949994564056396,-0.040424991648364994,-0.02522563934326172,-0.2299433946609497,-0.04161261792080495,-0.09823286533355713,-0.2839422821998596,-0.06080188254611585,-0.14290696382522583,-0.26542752981185913,-0.06311014692084882,-0.1601095199584961,-0.22806984186172485,-0.05942415470974538,0
0.0,0.0,0.0,-0.08542513847351074,-0.04229080677032471,-0.00790472737600112,-0.14581525325775146,-0.10836911201477051,-0.020758541664974928,-0.19007188081741333,-0.15100473165512085,-0.04050035066057944,-0.19649022817611694,-0.18965184688568115,-0.057667162633435964,-0.06449460983276367,-0.2670205235481262,0.013833991819126368,-0.12808114290237427,-0.32761430740356445,-0.012024923591809511,-0.17312872409820557,-0.2891312837600708,-0.03235559574414992,-0.18971914052963257,-0.24226784706115723,-0.043416340268152,-0.04398071765899658,-0.26675015687942505,0.0006655167523490491,-0.12741678953170776,-0.3349647521972656,-0.023071146002905607,-0.1773282289505005,-0.2814924716949463,-0.034505460775392294,-0.1855088472366333,-0.2299107313156128,-0.03783970362593436,-0.029588699340820312,-0.2535455822944641,-0.017995914808409452,-0.11005902290344238,-0.3195815682411194,-0.04244900531222129,-0.16194850206375122,-0.27379947900772095,-0.0447876829569509,-0.1756279468536377,-0.21920883655548096,-0.04025685451080108,-0.024062812328338623,-0.2258264422416687,-0.03877675197173858,-0.09674084186553955,-0.2813810706138611,-0.0591227192347219,-0.1412358283996582,-0.2626734972000122,-0.06110978162934089,-0.1591627597808838,-0.22379320859909058,-0.0566130097870996,0
0.0,0.0,0.0,-0.08542513847351074,-0.04229080677032471,-0.00790472737600112,-0.14581525325775146,-0.10836911201477051,-0.020758541664974928,-0.19007188081741333,-0.15100473165512085,-0.04050035066057944,-0.19649022817611694,-0.18965184688568115,-0.057667162633435964,-0.06449460983276367,-0.2670205235481262,0.013833991819126368,-0.12808114290237427,-0.32761430740356445,-0.012024923591809511,-0.17312872409820557,-0.2891312837600708,-0.03235559574414992,-0.18971914052963257,-0.24226784706115723,-0.043416340268152,-0.04398071765899658,-0.26675015687942505,0.0006655167523490491,-0.12741678953170776,-0.3349647521972656,-0.023071146002905607,-0.1773282289505005,-0.2814924716949463,-0.034505460775392294,-0.1855088472366333,-0.2299107313156128,-0.03783970362593436,-0.029588699340820312,-0.2535455822944641,-0.017995914808409452,-0.11005902290344238,-0.3195815682411194,-0.04244900531222129,-0.16194850206375122,-0.27379947900772095,-0.0447876829569509,-0.1756279468536377,-0.21920883655548096,-0.04025685451080108,-0.024062812328338623,-0.2258264422416687,-0.03877675197173858,-0.09674084186553955,-0.2813810706138611,-0.0591227192347219,-0.1412358283996582,-0.2626734972000122,-0.06110978162934089,-0.1591627597808838,-0.22379320859909058,-0.0566130097870996,0
0.0,0.0,0.0,-0.08421987295150757,-0.04268229007720947,-0.007020186508555071,-0.14406299591064453,-0.10918563604354858,-0.0189534242884406,-0.18778389692306519,-0.15149199962615967,-0.0378574862764367,-0.1948866844177246,-0.1911213994026184,-0.05446040478210534,-0.06177741289138794,-0.26785552501678467,0.01561935770649825,-0.12556195259094238,-0.32803964614868164,-0.008988173088539497,-0.17117494344711304,-0.29053544998168945,-0.028662829069901363,-0.18868166208267212,-0.24479776620864868,-0.03938717987995233,-0.04165184497833252,-0.2674769163131714,0.00223740994323407,-0.12509387731552124,-0.3356199264526367,-0.0206247478411683,-0.17567569017410278,-0.2815122604370117,-0.03185504150252427,-0.1841621994972229,-0.2295140027999878,-0.034976980058957,-0.028035104274749756,-0.2546303868293762,-0.016491553156186,-0.10837215185165405,-0.3193238377571106,-0.04024860110740747,-0.15965473651885986,-0.272075891494751,-0.04257059317689027,-0.17224103212356567,-0.2166351079940796,-0.038038263438750164,-0.022901833057403564,-0.2275984287261963,-0.03725694712858285,-0.09561610221862793,-0.2816509008407593,-0.05714609694342698,-0.13925349712371826,-0.26112377643585205,-0.05883350071172799,-0.15558266639709473,-0.2215161919593811,-0.05409708466987695,0
0.0,0.0,0.0,-0.08509397506713867,-0.04367154836654663,-0.005304638002542106,-0.14435595273971558,-0.11054712533950806,-0.01654183090153083,-0.18822020292282104,-0.1527329683303833,-0.03521851234557971,-0.1966879963874817,-0.1927250623703003,-0.051847798455980865,-0.06250762939453125,-0.2683912515640259,0.017739866222711953,-0.12642675638198853,-0.32915061712265015,-0.006427476820078937,-0.17158573865890503,-0.29150092601776123,-0.026003479663756934,-0.18864721059799194,-0.24587005376815796,-0.03678596176627025,-0.04199719429016113,-0.26863157749176025,0.003274095072868022,-0.12576133012771606,-0.3369654417037964,-0.019187394235757438,-0.17644798755645752,-0.28260040283203125,-0.030489191119102088,-0.18466722965240479,-0.23060011863708496,-0.03388945170166835,-0.028199613094329834,-0.256435751914978,-0.016487570185688583,-0.10928130149841309,-0.3214414715766907,-0.040113812018660155,-0.16071832180023193,-0.27305132150650024,-0.042501350570944396,-0.17290323972702026,-0.2171042561531067,-0.03826613881113872,-0.02286064624786377,-0.2301749587059021,-0.03816208772781238,-0.09650582075119019,-0.28411930799484253,-0.05816790618422374,-0.1401723027229309,-0.2620657682418823,-0.05983472399833545,-0.15603595972061157,-0.22146540880203247,-0.055264385123280135,0
0.0,0.0,0.0,-0.08700025081634521,-0.04561489820480347,-0.005248782560670406,-0.14645826816558838,-0.11242640018463135,-0.016606533769959242,-0.19008588790893555,-0.1550363302230835,-0.03535552682399157,-0.19815325736999512,-0.19534194469451904,-0.05209468292116526,-0.06301671266555786,-0.271852970123291,0.016590183730727404,-0.12798786163330078,-0.33370494842529297,-0.007258658633077175,-0.17377805709838867,-0.2939397096633911,-0.026088358704441816,-0.18988537788391113,-0.24763840436935425,-0.03636946143626574,-0.042017221450805664,-0.2719706892967224,0.0020485437843262844,-0.1285296082496643,-0.3400549292564392,-0.02059593970000151,-0.17948037385940552,-0.284734845161438,-0.03165741624354723,-0.18636751174926758,-0.23241651058197021,-0.034983023871177465,-0.028674662113189697,-0.2590872049331665,-0.017651872579449446,-0.11354303359985352,-0.32180988788604736,-0.041607424486869604,-0.16518479585647583,-0.27177494764328003,-0.0440473815989435,-0.176017165184021,-0.21531522274017334,-0.039887782056325705,-0.02414071559906006,-0.2323501706123352,-0.039185169954294,-0.10128670930862427,-0.2850953936576843,-0.05962771909355524,-0.14448612928390503,-0.261372447013855,-0.06142998846291903,-0.15885871648788452,-0.22007423639297485,-0.05689566941975954,0
0.0,0.0,0.0,-0.08928871154785156,-0.04993385076522827,-0.005767224431451723,-0.1497899293899536,-0.11612433195114136,-0.01848005138378994,-0.19493699073791504,-0.15833306312561035,-0.03887827888172524,-0.20047849416732788,-0.20050561428070068,-0.057296777218994066,-0.06631755828857422,-0.2774167060852051,0.01741757795173271,-0.13251471519470215,-0.33762693405151367,-0.006738693528291151,-0.17729651927947998,-0.29673272371292114,-0.02675620287698166,-0.19298124313354492,-0.2509641647338867,-0.03832295358222382,-0.04519420862197876,-0.27828294038772583,0.0023024884700362236,-0.13227784633636475,-0.34541893005371094,-0.02051460564177887,-0.1827613115310669,-0.2894408702850342,-0.0336223226789798,-0.18953567743301392,-0.23852908611297607,-0.03919103562873261,-0.03205782175064087,-0.2653926610946655,-0.018023174331005976,-0.11654561758041382,-0.326690673828125,-0.041543776244338915,-0.16758984327316284,-0.27619123458862305,-0.04533780187409775,-0.17843377590179443,-0.2195008397102356,-0.0428994242851104,-0.027482211589813232,-0.2379666566848755,-0.040350807905610964,-0.10452139377593994,-0.2887125611305237,-0.059928899705823824,-0.14803463220596313,-0.2660439610481262,-0.0625336189572181,-0.1630803942680359,-0.22666317224502563,-0.05938732445281403,0
0.0,0.0,0.0,-0.08839237689971924,-0.048645615577697754,-0.002977791877412983,-0.14900696277618408,-0.11533236503601074,-0.01475920614967663,-0.1939494013786316,-0.15862303972244263,-0.03505032130698282,-0.19692200422286987,-0.19980067014694214,-0.05322018631915171,-0.06614917516708374,-0.2756202220916748,0.020931541983088664,-0.13099884986877441,-0.33642035722732544,-0.003676246788302251,-0.17547810077667236,-0.29464882612228394,-0.023531941633621045,-0.19042301177978516,-0.2482147216796875,-0.034706652101078816,-0.045668601989746094,-0.27685195207595825,0.004355743590792827,-0.13089561462402344,-0.34487807750701904,-0.018819864775935002,-0.1811962127685547,-0.28821074962615967,-0.030548129167357274,-0.1873401403427124,-0.23727738857269287,-0.03457035490492899,-0.0322338342666626,-0.2651572823524475,-0.017556821864047834,-0.11609393358230591,-0.3281055688858032,-0.04147025563935358,-0.16685140132904053,-0.27619099617004395,-0.043444953795471974,-0.17702984809875488,-0.2195231318473816,-0.03934734680871088,-0.02692699432373047,-0.23934370279312134,-0.04135862731556017,-0.10337638854980469,-0.2898187041282654,-0.06105084710935671,-0.1467294692993164,-0.2651561498641968,-0.06271120899538118,-0.16110634803771973,-0.2244054675102234,-0.058596346463957616,0
